Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1573,20,RL,88.0,10918.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2013,2013,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1383.0,Unf,0,396.0,1835.0,GasA,Ex,Y,SBrkr,1968.0,0.0,0,1968.0,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010.0,Fin,3,809.0,TA,TA,Y,116.0,0.0,0,0,0,0,,,,0,6,2010,New,Partial,409700.0
1574,20,RL,73.0,8125.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1177.0,1233.0,GasA,TA,Y,SBrkr,1081.0,0.0,0,1081.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,327.0,TA,TA,Y,0.0,0.0,120,0,0,0,,,,0,4,2010,WD,Normal,134100.0
1575,120,RL,,5886.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1982,1984,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,1006.0,Unf,0,192.0,1235.0,GasA,Gd,Y,SBrkr,1437.0,0.0,0,1437.0,1,0,1,0,1,1,Gd,4,Typ,1,Ex,Attchd,1984.0,RFn,2,560.0,TA,TA,Y,65.0,0.0,0,0,0,0,,,,0,8,2009,COD,Abnorml,193000.0
1576,20,RL,84.0,9351.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,595.0,Unf,0,463.0,1067.0,GasA,Ex,Y,SBrkr,1353.0,0.0,0,1353.0,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2,404.0,TA,TA,Y,0.0,130.0,0,0,0,0,,GdWo,,0,12,2006,WD,Abnorml,162600.0
1577,20,RL,103.0,11064.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1332.0,1258.0,GasA,Ex,Y,SBrkr,1347.0,0.0,0,1347.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2,448.0,TA,TA,Y,0.0,20.0,0,0,0,0,,,,0,10,2007,New,Partial,203800.0
1578,20,RL,78.0,9879.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,566.0,Unf,0,849.0,1419.0,GasA,Gd,Y,SBrkr,1860.0,0.0,0,1860.0,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1968.0,RFn,2,457.0,TA,TA,Y,0.0,91.0,180,0,0,0,,MnPrv,,0,7,2006,WD,Normal,182900.0
1579,20,RM,80.0,8626.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2002,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1094.0,1137.0,GasA,Ex,Y,SBrkr,1187.0,0.0,0,1187.0,0,0,2,0,2,1,TA,5,Typ,0,,Attchd,2003.0,RFn,2,421.0,TA,TA,Y,146.0,67.0,0,0,0,0,,,,0,3,2010,WD,Normal,146400.0
1580,90,RL,78.0,10840.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1976,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,928.0,Unf,0,0.0,1015.0,GasA,TA,Y,SBrkr,1045.0,0.0,0,1045.0,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1977.0,Unf,2,491.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,5,2006,WD,Normal,138600.0
1581,60,RL,,12904.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,947.0,892.0,GasA,Gd,Y,SBrkr,978.0,1338.0,0,2316.0,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,622.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,11,2006,WD,Normal,232200.0
1582,120,RL,43.0,7547.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,618.0,Unf,0,646.0,1375.0,GasA,Ex,Y,SBrkr,1339.0,0.0,0,1339.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,491.0,TA,TA,Y,198.0,35.0,0,0,0,0,,,,0,6,2006,WD,Normal,176200.0
1583,60,RL,78.0,11225.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,292.0,Unf,0,422.0,737.0,GasA,Ex,Y,SBrkr,864.0,700.0,0,1564.0,0,0,1,1,4,1,TA,8,Typ,0,,Attchd,1968.0,Unf,2,423.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,5,2009,WD,Normal,157700.0
1584,20,RL,70.0,9038.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,726.0,GLQ,96,406.0,1157.0,GasA,Ex,Y,SBrkr,1241.0,0.0,0,1241.0,1,0,1,0,2,1,TA,6,Typ,0,,Detchd,1965.0,Unf,2,457.0,Fa,Fa,Y,0.0,0.0,184,0,0,0,,GdPrv,Shed,400,4,2007,WD,Normal,149900.0
1585,50,RL,51.0,10635.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1063.0,1093.0,GasA,Ex,Y,FuseA,1184.0,0.0,473,1184.0,0,0,1,0,3,1,TA,6,Maj2,0,,Detchd,1936.0,Unf,1,227.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,3,2008,WD,Normal,97300.0
1586,20,RL,75.0,9177.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,CBlock,TA,TA,No,LwQ,773.0,Unf,0,119.0,980.0,GasA,TA,Y,SBrkr,1125.0,0.0,0,1125.0,0,0,1,0,2,1,TA,5,Min1,0,,Attchd,1954.0,Unf,1,283.0,TA,TA,Y,0.0,0.0,0,0,0,0,,GdWo,,0,6,2006,WD,Family,124700.0
1587,30,RL,85.0,10650.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1923,1950,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,100.0,Unf,0,363.0,445.0,GasA,Fa,N,SBrkr,818.0,0.0,0,818.0,0,0,1,0,2,1,TA,5,Typ,0,,Basment,1920.0,Unf,1,365.0,Fa,TA,Y,0.0,0.0,77,0,0,0,,,Shed,400,5,2010,COD,Abnorml,81600.0
1588,20,RL,90.0,10529.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1041.0,Unf,0,520.0,1556.0,GasA,Ex,Y,SBrkr,1552.0,0.0,0,1552.0,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,Fin,3,685.0,TA,TA,Y,241.0,50.0,0,0,0,0,,,,0,7,2007,WD,Normal,281900.0
1589,20,RL,60.0,7774.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1970,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,379.0,BLQ,239,230.0,957.0,GasA,TA,Y,SBrkr,892.0,0.0,0,892.0,0,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1989.0,Unf,2,602.0,TA,TA,Y,92.0,0.0,0,0,0,0,,,Shed,500,11,2009,WD,Normal,122200.0
1590,20,RL,50.0,7122.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1956,2008,Gable,CompShg,'Wd Sdng',Plywood,,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,725.0,Unf,0,160.0,892.0,GasA,Gd,Y,SBrkr,850.0,0.0,0,850.0,1,0,1,0,2,1,TA,4,Typ,0,,,,,0,0.0,,,Y,112.0,0.0,0,0,0,0,,,,0,2,2010,WD,Normal,116100.0
1591,60,RL,,11951.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,953.0,Unf,0,313.0,1311.0,GasA,Ex,Y,SBrkr,1283.0,613.0,0,1896.0,1,0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2,541.0,TA,TA,Y,156.0,130.0,0,0,0,0,,,,0,11,2009,WD,Normal,254900.0
1592,80,RL,75.0,14287.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1975,1995,Gable,CompShg,Plywood,'Wd Sdng',,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1356.0,Unf,0,531.0,1886.0,GasA,Gd,Y,SBrkr,1819.0,734.0,0,2553.0,1,0,2,1,4,1,Ex,9,Typ,3,TA,Attchd,1972.0,Fin,2,521.0,TA,TA,Y,268.0,119.0,0,0,0,0,,MnPrv,,0,7,2009,WD,Normal,349700.0
1593,50,RL,79.0,9190.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,'Wd Shng',,0.0,TA,TA,CBlock,TA,TA,No,Rec,407.0,BLQ,41,353.0,738.0,GasA,TA,Y,SBrkr,972.0,391.0,0,1363.0,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1941.0,Unf,1,244.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,4,2007,WD,Normal,99900.0
1594,20,RL,83.0,9877.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2005,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1697.0,1737.0,GasA,Ex,Y,SBrkr,1574.0,0.0,0,1574.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,3,992.0,TA,TA,Y,0.0,55.0,0,0,0,0,,,,0,6,2007,New,Partial,236000.0
1595,20,RL,70.0,8860.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1967,1967,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,731.0,GLQ,96,430.0,1164.0,GasA,Ex,Y,SBrkr,1188.0,0.0,0,1188.0,1,0,1,0,2,1,TA,6,Typ,0,,Detchd,1965.0,Unf,2,472.0,Fa,Fa,Y,0.0,0.0,184,0,0,0,,GdPrv,Shed,400,4,2007,WD,Normal,137600.0
1596,60,RL,80.0,10638.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,369.0,Unf,0,573.0,938.0,GasA,TA,Y,SBrkr,1019.0,701.0,0,1720.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,514.0,TA,TA,Y,230.0,65.0,156,0,0,0,,MnPrv,Shed,500,3,2010,WD,Normal,193200.0
1597,60,RL,69.0,7485.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1960,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,549.0,Unf,0,327.0,858.0,GasA,TA,Y,SBrkr,879.0,942.0,0,1821.0,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1,278.0,TA,TA,Y,0.0,164.0,0,0,0,0,,,,0,7,2007,WD,Normal,162500.0
1598,20,RL,60.0,6689.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,938.0,923.0,GasA,Gd,N,SBrkr,889.0,0.0,0,889.0,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,1,295.0,TA,TA,Y,0.0,0.0,0,0,0,0,,,,0,8,2009,WD,Normal,109500.0
1599,60,RL,,10265.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1992,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,663.0,775.0,GasA,Ex,Y,SBrkr,1047.0,761.0,0,1808.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,402.0,TA,TA,Y,139.0,46.0,0,0,0,0,,,Shed,500,10,2008,WD,Normal,178300.0
1600,20,RL,,7993.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1959,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Slab,,,,,0.0,,0,0.0,0.0,GasA,TA,Y,SBrkr,858.0,0.0,0,858.0,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1959.0,RFn,1,295.0,TA,TA,Y,0.0,0.0,0,0,0,0,,MnPrv,Shed,1200,7,2007,WD,Normal,106500.0
1601,20,RL,40.0,12740.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1960,1962,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,1208.0,1093.0,GasA,TA,Y,SBrkr,1830.0,0.0,0,1830.0,0,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,1962.0,RFn,1,356.0,TA,TA,Y,0.0,31.0,0,0,0,0,,,,0,3,2007,WD,Normal,144800.0
1602,160,RM,21.0,1479.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,523.0,539.0,GasA,TA,Y,SBrkr,829.0,547.0,0,1376.0,0,0,1,1,3,1,TA,6,Typ,1,TA,,,,0,0.0,,,Y,0.0,0.0,0,0,0,0,,,,0,5,2009,WD,Normal,98900.0
1603,60,RL,70.0,9745.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1977,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,208.0,Rec,500,197.0,978.0,GasA,Gd,Y,SBrkr,897.0,734.0,0,1631.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,394.0,TA,TA,Y,246.0,0.0,0,0,0,0,,,,0,7,2009,WD,Normal,169800.0
1604,20,RL,70.0,7809.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1959,Hip,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1293.0,Unf,0,0.0,1217.0,GasA,TA,Y,SBrkr,1142.0,0.0,0,1142.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,Unf,1,768.0,TA,TA,Y,0.0,0.0,0,0,0,0,,GdPrv,,0,7,2009,WD,Normal,125100.0
1605,20,RL,65.0,8224.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1997,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1369.0,1433.0,GasA,Ex,Y,SBrkr,1366.0,0.0,0,1366.0,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,2000.0,Unf,2,584.0,TA,TA,Y,119.0,57.0,0,0,0,0,,GdPrv,,0,12,2007,WD,Normal,182700.0
1606,120,RH,34.0,4091.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,246.0,Unf,0,1217.0,1476.0,GasA,Ex,Y,SBrkr,1366.0,0.0,0,1366.0,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1998.0,Fin,2,497.0,TA,TA,Y,140.0,65.0,0,0,0,0,,,,0,8,2008,COD,Abnorml,193800.0
1607,50,RL,66.0,21829.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,'Wd Sdng','Wd Sdng',,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0,1102.0,1274.0,GasA,Ex,Y,SBrkr,1162.0,532.0,0,1694.0,0,0,2,0,4,1,TA,8,Typ,1,Gd,Detchd,1955.0,Fin,2,409.0,TA,TA,N,66.0,33.0,0,0,144,0,,,,0,7,2008,WD,Normal,191100.0
1608,20,RL,60.0,7465.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1028.0,Unf,0,104.0,1144.0,GasA,Ex,Y,SBrkr,1032.0,0.0,0,1032.0,1,0,1,1,2,1,Gd,5,Typ,0,,Attchd,2005.0,Fin,2,435.0,TA,TA,Y,246.0,65.0,0,0,0,0,,,,0,6,2008,WD,Normal,156600.0
1609,60,RL,,11032.0,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1990,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,327.0,Unf,0,377.0,706.0,GasA,Gd,Y,SBrkr,679.0,823.0,0,1502.0,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,399.0,TA,TA,Y,214.0,61.0,0,0,0,0,,,Shed,480,4,2009,WD,Normal,187400.0
1610,20,RL,,8199.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1960,2001,Gable,CompShg,HdBoard,Plywood,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,515.0,Unf,0,404.0,959.0,GasA,Gd,Y,SBrkr,994.0,0.0,0,994.0,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1963.0,Unf,1,252.0,TA,TA,Y,0.0,123.0,0,0,0,0,,,,0,3,2007,WD,Normal,125800.0
1611,60,RL,60.0,21433.0,Pave,,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0,739.0,741.0,GasA,Ex,Y,SBrkr,810.0,1089.0,0,1899.0,0,0,2,1,4,1,TA,7,Typ,1,Gd,BuiltIn,2005.0,Fin,2,363.0,TA,TA,Y,95.0,43.0,0,0,0,0,,,,0,7,2006,WD,Normal,180600.0
1612,20,RL,73.0,8544.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1340.0,1210.0,GasA,TA,Y,SBrkr,1355.0,0.0,0,1355.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,319.0,TA,TA,Y,0.0,0.0,120,0,0,0,,,,0,4,2010,WD,Normal,154700.0
1613,20,RL,59.0,11053.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,939.0,Unf,0,784.0,1788.0,GasA,Ex,Y,SBrkr,1775.0,0.0,0,1775.0,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,540.0,TA,TA,Y,237.0,58.0,154,0,0,0,,,,0,3,2010,WD,Normal,256100.0
1614,60,RL,80.0,8576.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1967,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,351.0,Unf,0,269.0,642.0,GasA,TA,Y,SBrkr,641.0,610.0,0,1251.0,0,0,1,1,4,1,TA,7,Typ,0,,Attchd,1969.0,Fin,1,296.0,TA,TA,Y,337.0,35.0,0,0,0,0,,MnPrv,,0,3,2010,WD,Normal,150600.0
1615,20,RL,85.0,14371.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2004,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1346.0,Unf,0,559.0,1694.0,GasA,Ex,Y,SBrkr,1900.0,0.0,0,1900.0,1,0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,704.0,TA,TA,Y,244.0,67.0,0,0,0,0,,,,0,3,2009,WD,Normal,329100.0
1616,50,RL,,11141.0,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1934,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,302.0,LwQ,557,0.0,829.0,GasA,TA,Y,SBrkr,1003.0,914.0,0,1917.0,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977.0,Unf,2,442.0,TA,Fa,Y,0.0,0.0,19,0,0,0,,,,0,3,2007,WD,Normal,216000.0
1617,60,RL,95.0,12131.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,Gd,TA,No,GLQ,654.0,Unf,0,618.0,1452.0,GasA,Ex,Y,SBrkr,1346.0,1125.0,0,2471.0,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Fin,3,892.0,TA,TA,Y,240.0,59.0,0,0,0,0,,,,0,8,2007,WD,Normal,322800.0
1618,30,RL,60.0,11131.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1950,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,716.0,Unf,0,289.0,1108.0,GasA,Ex,Y,SBrkr,1038.0,0.0,0,1038.0,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,712.0,TA,TA,Y,245.0,0.0,0,0,0,0,,,,0,6,2006,WD,Normal,110900.0
1619,190,RM,60.0,9743.0,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1909,1950,Hip,CompShg,'Wd Sdng','Wd Sdng',,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,980.0,947.0,GasA,TA,N,FuseF,991.0,946.0,0,1937.0,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,307.0,TA,TA,N,0.0,0.0,264,0,0,0,,MnPrv,,0,1,2007,WD,Normal,125500.0
1620,20,RL,107.0,11127.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1003.0,Unf,0,862.0,1781.0,GasA,Ex,Y,SBrkr,1725.0,0.0,0,1725.0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,3,952.0,TA,TA,Y,122.0,184.0,0,0,0,0,,,,0,3,2009,WD,Normal,277800.0
